CMS Certification Number,Facility Name,System Affiliation,State,ZIP,Latitude,Longitude,Type of Control,FFY2020 IPPS Discharges to Home,Total Discharges,Total Acute Beds,Total Fixed Assets,HIT Designated Assets,Compliant,IT Prop Assets,Agg Control,Num Hospitals in SA,Num Compliant in SA,coor,Num Hospitals within 5 Miles,Num Compliant Hospitals within 5 Miles,Pct Compliant within Radius,Daily Penalty,Annual Penalty
280032,Mary Lanning Memorial Hospital,Not in a System,NE,68901,40.5924,-98.387497,"Voluntary Nonprofit, Other",888,5681,97,61855037,0,,0,Nonprofit,0,1,"(40.5924, -98.387497)",1,0,0,970,354050
280040,Methodist Hospital,"Methodist Health System - Omaha, NE",NE,68114,41.259701,-96.041603,"Voluntary Nonprofit, Other",2595,16644,356,354046500,0,,0,Nonprofit,2,0,"(41.259701, -96.041603)",10,0,0,3560,1299400
280060,CHI Health Creighton University Medical Center - Bergan Mercy,"CommonSpirit Health - Englewood, CO",NE,68124,41.2379,-96.030998,"Voluntary Nonprofit, Church",2482,18598,389,281515833,0,,0,Nonprofit,109,0,"(41.2379, -96.030998)",8,0,0,3890,1419850
280061,Regional West Medical Center,Not in a System,NE,69361,41.885601,-103.666,"Proprietary, Other",1301,5312,122,71128494,0,,0,Proprietary,0,1,"(41.885601, -103.666)",0,0,,1220,445300
280065,Great Plains Health,Not in a System,NE,69101,41.1208,-100.771004,"Voluntary Nonprofit, Other",1527,4263,96,134975563,0,,0,Nonprofit,0,1,"(41.1208, -100.771004)",0,0,,960,350400
28006F,Omaha VA Medical Center,"Department of Veterans Affairs - Washington, DC",NE,68105,41.245201,-95.974503,"Governmental, Federal",0,0,0,0,0,,,Governmental,140,0,"(41.245201, -95.974503)",8,0,0,300,109500
280077,Methodist Fremont Health,Not in a System,NE,68025,41.4515,-96.490898,"Governmental, County",526,2477,50,22255000,0,,0,Governmental,0,1,"(41.4515, -96.490898)",0,0,,500,182500
280081,CHI Health Immanuel,"CommonSpirit Health - Englewood, CO",NE,68122,41.3218,-96.023804,"Voluntary Nonprofit, Church",1182,8049,177,89386232,0,,0,Nonprofit,109,0,"(41.3218, -96.023804)",4,0,0,1770,646050
280105,CHI Health Midlands,"CommonSpirit Health - Englewood, CO",NE,68046,41.135799,-96.0429,"Voluntary Nonprofit, Church",143,699,28,46239398,0,,0,Nonprofit,109,0,"(41.135799, -96.0429)",1,0,0,300,109500
280111,Columbus Community Hospital,Not in a System,NE,68602,41.4533,-97.384598,"Voluntary Nonprofit, Other",308,1852,47,71689618,0,,0,Nonprofit,0,1,"(41.4533, -97.384598)",0,0,,470,171550
280125,Faith Regional Health Services,Not in a System,NE,68701,42.031601,-97.454498,"Voluntary Nonprofit, Other",900,4503,122,128305331,0,,0,Nonprofit,0,1,"(42.031601, -97.454498)",1,0,0,1220,445300
280127,Lincoln Surgical Hospital,Not in a System,NE,68506,40.794701,-96.625,"Proprietary, Partnership",252,523,20,0,0,,,Proprietary,0,1,"(40.794701, -96.625)",6,0,0,300,109500
280128,CHI Health Nebraska Heart,"CommonSpirit Health - Englewood, CO",NE,68526,40.735802,-96.595001,"Voluntary Nonprofit, Other",734,2054,54,22237189,0,,0,Nonprofit,109,0,"(40.735802, -96.595001)",3,0,0,540,197100
280129,OrthoNebraska,Not in a System,NE,68144,41.231899,-96.135597,"Proprietary, Corporation",739,1543,24,45561827,0,,0,Proprietary,0,1,"(41.231899, -96.135597)",2,0,0,300,109500
280130,CHI Health Lakeside,"CommonSpirit Health - Englewood, CO",NE,68130,41.237301,-96.178703,"Voluntary Nonprofit, Church",934,6586,114,104203573,0,,0,Nonprofit,109,0,"(41.237301, -96.178703)",2,0,0,1140,416100
280131,Midwest Surgical Hospital,Not in a System,NE,68114,41.258202,-96.037102,"Proprietary, Partnership",403,1191,19,6517031,0,,0,Proprietary,0,1,"(41.258202, -96.037102)",10,0,0,300,109500
280132,Bellevue Medical Center,"Nebraska Medicine - Omaha, NE",NE,68123,41.136101,-95.948402,"Proprietary, Corporation",944,3701,63,133942288,0,,0,Proprietary,2,0,"(41.136101, -95.948402)",1,0,0,630,229950
280133,Nebraska Spine Hospital,Not in a System,NE,68122,41.3214,-96.023903,"Proprietary, Partnership",214,799,34,1499608,0,,0,Proprietary,0,1,"(41.3214, -96.023903)",4,0,0,340,124100
280134,Kearney Regional Medical Center,"Bryan Health - Lincoln, NE",NE,68845,40.682301,-99.111099,"Proprietary, Other",922,2975,98,15928861,0,,0,Proprietary,5,0,"(40.682301, -99.111099)",2,0,0,980,357700
280139,Grand Island Regional Medical Center,Not in a System,NE,68803,40.885899,-98.382401,"Voluntary Nonprofit, Other",25,392,52,1782517,0,,0,Nonprofit,0,1,"(40.885899, -98.382401)",1,0,0,520,189800
281300,Harlan County Health System,Not in a System,NE,68920,40.105202,-99.364304,"Governmental, County",22,39,19,5693085,0,,0,Governmental,0,1,"(40.105202, -99.364304)",0,0,,300,109500
281301,Fillmore County Hospital,Not in a System,NE,68361,40.524399,-97.586098,"Governmental, County",212,275,20,16720269,0,,0,Governmental,0,1,"(40.524399, -97.586098)",0,0,,300,109500
281302,Pawnee County Memorial Hospital,Not in a System,NE,68420,40.108501,-96.150803,"Governmental, County",17,32,17,2209696,0,,0,Governmental,0,1,"(40.108501, -96.150803)",0,0,,300,109500
281303,Niobrara Valley Hospital,Not in a System,NE,68746,42.824699,-98.467102,"Voluntary Nonprofit, Other",0,7,15,281116,0,,0,Nonprofit,0,1,"(42.824699, -98.467102)",0,0,,300,109500
281304,Thayer County Health Services,Not in a System,NE,68370,40.1604,-97.594704,"Governmental, County",42,190,19,17045353,0,,0,Governmental,0,1,"(40.1604, -97.594704)",0,0,,300,109500
281305,Kimball Health Services,Not in a System,NE,69145,41.232498,-103.667,"Governmental, County",53,152,15,1357311,0,,0,Governmental,0,1,"(41.232498, -103.667)",0,0,,300,109500
281306,Kearney County Hospital,Not in a System,NE,68959,40.4958,-98.942802,"Governmental, County",32,71,10,11071156,0,,0,Governmental,0,1,"(40.4958, -98.942802)",0,0,,300,109500
281307,Saunders Medical Center,Not in a System,NE,68066,41.191601,-96.635498,"Governmental, County",44,140,16,12368779,0,,0,Governmental,0,1,"(41.191601, -96.635498)",0,0,,300,109500
281308,Henderson Health Care,Not in a System,NE,68371,40.782799,-97.807404,"Voluntary Nonprofit, Other",40,109,13,12454881,0,,0,Nonprofit,0,1,"(40.782799, -97.807404)",0,0,,300,109500
281309,Syracuse Area Health,Not in a System,NE,68446,40.676399,-96.179001,Governmental Hospital District,73,163,10,28713077,0,,0,Governmental,0,1,"(40.676399, -96.179001)",0,0,,300,109500
281310,Regional West Garden County Hospital,Not in a System,NE,69154,41.412498,-102.348,"Voluntary Nonprofit, Other",47,86,10,675781,431350,,63.8,Nonprofit,0,1,"(41.412498, -102.348)",0,0,,300,109500
281311,Franklin County Memorial Hospital,Not in a System,NE,68939,40.101501,-98.9543,"Governmental, County",0,14,14,2311262,0,,0,Governmental,0,1,"(40.101501, -98.9543)",0,0,,300,109500
281312,Genoa Community Hospital,Not in a System,NE,68640,41.443401,-97.731903,"Governmental, City-County",21,53,19,1410549,0,,0,Governmental,0,1,"(41.443401, -97.731903)",0,0,,300,109500
281313,Gothenburg Memorial Hospital,Not in a System,NE,69138,40.938099,-100.153,Governmental Hospital District,46,160,12,35318846,0,,0,Governmental,0,1,"(40.938099, -100.153)",0,0,,300,109500
281314,Annie Jeffrey Memorial County Health Center,Not in a System,NE,68651,41.1702,-97.549599,"Governmental, County",25,77,16,2611596,0,,0,Governmental,0,1,"(41.1702, -97.549599)",0,0,,300,109500
281315,Brodstone Memorial Hospital,Not in a System,NE,68978,40.026501,-98.066597,"Voluntary Nonprofit, Other",174,412,25,17254832,0,,0,Nonprofit,0,1,"(40.026501, -98.066597)",0,0,,300,109500
281316,Webster County Community Hospital,Not in a System,NE,68970,40.0909,-98.528,"Governmental, County",15,43,13,1559234,0,,0,Governmental,0,1,"(40.0909, -98.528)",0,0,,300,109500
281318,Morrill County Community Hospital,Not in a System,NE,69336,41.661701,-103.091003,"Governmental, County",30,99,20,8016684,0,,0,Governmental,0,1,"(41.661701, -103.091003)",0,0,,300,109500
281319,Jefferson Community Health and Life Center,Not in a System,NE,68352,40.155602,-97.176003,"Voluntary Nonprofit, Other",49,132,17,12383856,1102209,,8.9,Nonprofit,0,1,"(40.155602, -97.176003)",0,0,,300,109500
281320,Memorial Hospital,Not in a System,NE,68818,40.8717,-98.009499,"Voluntary Nonprofit, Other",70,201,14,16439278,0,,0,Nonprofit,0,1,"(40.8717, -98.009499)",0,0,,300,109500
281322,Franciscan Healthcare,"Franciscan Sisters of Christian Charity Health Care Ministry, Inc. - Manitowoc, WI",NE,68788,41.843201,-96.706802,"Voluntary Nonprofit, Church",56,334,25,20197689,0,,0,Nonprofit,2,0,"(41.843201, -96.706802)",0,0,,300,109500
281323,CHI Health Schuyler,"CommonSpirit Health - Englewood, CO",NE,68661,41.455601,-97.0597,"Voluntary Nonprofit, Church",0,64,25,4647269,0,,0,Nonprofit,109,0,"(41.455601, -97.0597)",0,0,,300,109500
281324,Nemaha County Hospital,Not in a System,NE,68305,40.391399,-95.8526,"Governmental, County",32,92,16,6874966,0,,0,Governmental,0,1,"(40.391399, -95.8526)",0,0,,300,109500
281325,Brown County Hospital,Not in a System,NE,69210,42.544899,-99.850197,"Governmental, County",25,51,23,5102910,0,,0,Governmental,0,1,"(42.544899, -99.850197)",0,0,,300,109500
281326,Antelope Memorial Hospital,Not in a System,NE,68756,42.133701,-98.031197,"Voluntary Nonprofit, Other",60,142,23,9987693,0,,0,Nonprofit,0,1,"(42.133701, -98.031197)",0,0,,300,109500
281327,Cozad Community Hospital,Not in a System,NE,69130,40.863201,-99.982399,Governmental Hospital District,57,200,20,14197170,0,,0,Governmental,0,1,"(40.863201, -99.982399)",0,0,,300,109500
281328,Merrick Medical Center,"Bryan Health - Lincoln, NE",NE,68826,41.106602,-98.002602,"Governmental, County",31,128,20,6745262,0,,0,Governmental,5,0,"(41.106602, -98.002602)",0,0,,300,109500
281329,Avera Saint Anthony's Hospital,"Avera Health - Sioux Falls, SD",NE,68763,42.460701,-98.6511,"Voluntary Nonprofit, Church",180,629,25,12859682,0,,0,Nonprofit,31,0,"(42.460701, -98.6511)",0,0,,300,109500
281330,Warren Memorial Hospital,Not in a System,NE,68359,40.653702,-97.281998,"Governmental, City-County",0,4,19,1999347,0,,0,Governmental,0,1,"(40.653702, -97.281998)",0,0,,300,109500
281331,Avera Creighton Hospital,"Avera Health - Sioux Falls, SD",NE,68729,42.466499,-97.916801,"Voluntary Nonprofit, Other",21,92,23,3768349,0,,0,Nonprofit,31,0,"(42.466499, -97.916801)",0,0,,300,109500
281332,Butler County Health Care Center,Not in a System,NE,68632,41.246601,-97.123001,"Governmental, County",55,251,20,16402919,1822595,,11.1,Governmental,0,1,"(41.246601, -97.123001)",0,0,,300,109500
281333,Rock County Hospital,Not in a System,NE,68714,42.575802,-99.538002,"Governmental, County",25,59,24,2354034,0,,0,Governmental,0,1,"(42.575802, -99.538002)",0,0,,300,109500
281334,Boone County Health Center,Not in a System,NE,68620,41.683498,-98.005501,"Governmental, County",216,543,25,15230693,0,,0,Governmental,0,1,"(41.683498, -98.005501)",0,0,,300,109500
281335,Callaway District Hospital,Not in a System,NE,68825,41.290798,-99.923302,Governmental Hospital District,68,125,12,3222781,0,,0,Governmental,0,1,"(41.290798, -99.923302)",0,0,,300,109500
281336,York General Hospital,Not in a System,NE,68467,40.8825,-97.593002,"Voluntary Nonprofit, Other",240,608,25,47039999,0,,0,Nonprofit,0,1,"(40.8825, -97.593002)",0,0,,300,109500
281338,Howard County Medical Center,Not in a System,NE,68873,41.216702,-98.462502,"Governmental, County",41,136,10,10162764,0,,0,Governmental,0,1,"(41.216702, -98.462502)",0,0,,300,109500
281339,Memorial Hospital,Not in a System,NE,68434,40.9095,-97.091904,"Voluntary Nonprofit, Other",99,349,24,18186461,0,,0,Nonprofit,0,1,"(40.9095, -97.091904)",0,0,,300,109500
281340,Dundy County Hospital,Not in a System,NE,69021,40.0569,-101.537003,"Governmental, County",40,116,12,6445857,0,,0,Governmental,0,1,"(40.0569, -101.537003)",0,0,,300,109500
281341,Chadron Community Hospital,Not in a System,NE,69337,42.823002,-103.013,"Voluntary Nonprofit, Other",85,380,25,13848382,0,,0,Nonprofit,0,1,"(42.823002, -103.013)",0,0,,300,109500
281342,CHI Health Saint Mary's,"CommonSpirit Health - Englewood, CO",NE,68410,40.658001,-95.861504,"Voluntary Nonprofit, Church",19,245,18,37214515,0,,0,Nonprofit,109,0,"(40.658001, -95.861504)",0,0,,300,109500
281343,West Holt Memorial Hospital,Not in a System,NE,68713,42.5285,-98.982597,"Voluntary Nonprofit, Other",38,80,17,5957188,0,,0,Nonprofit,0,1,"(42.5285, -98.982597)",0,0,,300,109500
281344,Cherry County Hospital,Not in a System,NE,69201,42.879002,-100.539001,"Governmental, County",100,334,25,23350519,0,,0,Governmental,0,1,"(42.879002, -100.539001)",0,0,,300,109500
281345,Providence Medical Center,Not in a System,NE,68787,42.241901,-97.008003,"Voluntary Nonprofit, Other",52,306,21,17919666,0,,0,Nonprofit,0,1,"(42.241901, -97.008003)",0,0,,300,109500
281346,CHI Health Plainview,"CommonSpirit Health - Englewood, CO",NE,68769,42.358799,-97.785103,"Voluntary Nonprofit, Church",17,66,15,2131072,0,,0,Nonprofit,109,0,"(42.358799, -97.785103)",0,0,,300,109500
281347,Osmond General Hospital,Not in a System,NE,68765,42.3606,-97.595497,"Voluntary Nonprofit, Other",27,85,20,2566282,0,,0,Nonprofit,0,1,"(42.3606, -97.595497)",0,0,,300,109500
281348,Tri Valley Health System,Not in a System,NE,69022,40.2798,-100.18,"Voluntary Nonprofit, Other",41,162,20,12033808,977567,,8.1,Nonprofit,0,1,"(40.2798, -100.18)",0,0,,300,109500
281349,Pender Community Hospital,Not in a System,NE,68047,42.104698,-96.710999,"Governmental, County",60,328,21,26989884,0,,0,Governmental,0,1,"(42.104698, -96.710999)",0,0,,300,109500
281350,Johnson County Hospital,Not in a System,NE,68450,40.3792,-96.197304,"Governmental, County",68,139,18,7028113,0,,0,Governmental,0,1,"(40.3792, -96.197304)",0,0,,300,109500
281351,Chase County Community Hospital,Not in a System,NE,69033,40.5233,-101.650002,"Governmental, County",29,97,20,2210402,0,,0,Governmental,0,1,"(40.5233, -101.650002)",0,0,,300,109500
281352,Community Medical Center,Not in a System,NE,68355,40.077702,-95.605301,"Voluntary Nonprofit, Other",186,483,24,19648427,0,,0,Nonprofit,0,1,"(40.077702, -95.605301)",0,0,,300,109500
281353,Valley County Hospital,Not in a System,NE,68862,41.602699,-98.942398,"Governmental, County",64,177,16,13111221,0,,0,Governmental,0,1,"(41.602699, -98.942398)",0,0,,300,109500
281354,Crete Area Medical Center,"Bryan Health - Lincoln, NE",NE,68333,40.6413,-96.936996,"Voluntary Nonprofit, Other",14,173,24,7955448,0,,0,Nonprofit,5,0,"(40.6413, -96.936996)",0,0,,300,109500
281355,Ogallala Community Hospital,"Banner Health - Phoenix, AZ",NE,69153,41.1507,-101.720001,"Voluntary Nonprofit, Other",64,240,18,7234394,0,,0,Nonprofit,31,0,"(41.1507, -101.720001)",0,0,,300,109500
281356,Perkins County Health Services,Not in a System,NE,69140,40.848801,-101.724998,Governmental Hospital District,90,290,20,21302492,0,,0,Governmental,0,1,"(40.848801, -101.724998)",0,0,,300,109500
281357,Sidney Regional Health Center,Not in a System,NE,69162,41.134399,-102.952003,"Voluntary Nonprofit, Other",195,402,19,38878517,0,,0,Nonprofit,0,1,"(41.134399, -102.952003)",0,0,,300,109500
281358,Gordon Memorial Hospital,Not in a System,NE,69343,42.811798,-102.199997,Governmental Hospital District,30,133,25,3185321,0,,0,Governmental,0,1,"(42.811798, -102.199997)",0,0,,300,109500
281359,Memorial Community Hospital,Not in a System,NE,68008,41.552101,-96.144096,"Voluntary Nonprofit, Other",42,320,21,19089389,0,,0,Nonprofit,0,1,"(41.552101, -96.144096)",0,0,,300,109500
281360,Box Butte General Hospital,Not in a System,NE,69301,42.116199,-102.871002,"Governmental, County",161,518,25,42019714,0,,0,Governmental,0,1,"(42.116199, -102.871002)",0,0,,300,109500
281361,Lexington Regional Health Center,Not in a System,NE,68850,40.785301,-99.757401,Governmental Hospital District,67,446,25,25620143,0,,0,Governmental,0,1,"(40.785301, -99.757401)",0,0,,300,109500
281362,Phelps Memorial Health Center,Not in a System,NE,68949,40.4478,-99.382004,"Voluntary Nonprofit, Other",196,734,25,46643387,2898651,,6.2,Nonprofit,0,1,"(40.4478, -99.382004)",0,0,,300,109500
281363,Community Hospital,Not in a System,NE,69001,40.2043,-100.608002,"Voluntary Nonprofit, Other",191,781,25,40138900,0,,0,Nonprofit,0,1,"(40.2043, -100.608002)",0,0,,300,109500
281364,Beatrice Community Hospital,Not in a System,NE,68310,40.316101,-96.748802,"Voluntary Nonprofit, Other",156,766,25,34157962,0,,0,Nonprofit,0,1,"(40.316101, -96.748802)",0,0,,300,109500
281365,The Melham Medical Center,Not in a System,NE,68822,41.409,-99.632301,"Voluntary Nonprofit, Other",81,222,23,17494107,0,,0,Nonprofit,0,1,"(41.409, -99.632301)",0,0,,300,109500
282000,Madonna Rehabilitation Hospital - LTAC,"Madonna Rehabilitation Hospitals - Omaha, NE",NE,68506,40.791599,-96.646698,"Proprietary, Other",31,410,86,122635088,0,,0,Proprietary,3,0,"(40.791599, -96.646698)",7,0,0,860,313900
282001,Select Specialty Hospital - Omaha,"Select Medical Corporation - Mechanicsburg, PA",NE,68124,41.240501,-96.028702,"Proprietary, Corporation",17,380,52,1336950,0,,0,Proprietary,93,0,"(41.240501, -96.028702)",8,0,0,520,189800
283025,Madonna Rehabilitation Hospital,"Madonna Rehabilitation Hospitals - Omaha, NE",NE,68506,40.791599,-96.646599,"Proprietary, Other",70,609,61,122635088,0,,0,Proprietary,3,0,"(40.791599, -96.646599)",7,0,0,610,222650
283026,Madonna Rehabilitation Hospitals - Omaha Campus,"Madonna Rehabilitation Hospitals - Omaha, NE",NE,68118,41.259201,-96.189102,"Voluntary Nonprofit, Church",77,804,62,122635088,0,,0,Nonprofit,3,0,"(41.259201, -96.189102)",2,0,0,620,226300
283300,Boys Town National Research Hospital,"Boys Town National Research Hospitals - Omaha, NE",NE,68131,41.264801,-95.9561,"Voluntary Nonprofit, Other",0,811,52,92760614,0,,0,Nonprofit,1,0,"(41.264801, -95.9561)",8,0,0,520,189800
283301,Children's Hospital & Medical Center,Not in a System,NE,68114,41.259701,-96.041496,"Voluntary Nonprofit, Other",0,3408,145,526406182,0,,0,Nonprofit,0,1,"(41.259701, -96.041496)",10,0,0,1450,529250
284002,Hastings Regional Center,"Nebraska Health and Human Services System - Lincoln, NE",NE,68902,40.5854,-98.4375,"Proprietary, Corporation",0,0,0,0,0,,,Proprietary,3,0,"(40.5854, -98.4375)",1,0,0,300,109500
284003,Lincoln Regional Center,"Nebraska Health and Human Services System - Lincoln, NE",NE,68509,40.783501,-96.732903,"Voluntary Nonprofit, Other",0,0,0,0,0,,,Nonprofit,3,0,"(40.783501, -96.732903)",4,0,0,300,109500
284004,Norfolk Regional Center,"Nebraska Health and Human Services System - Lincoln, NE",NE,68702,42.050999,-97.387802,"Governmental, State",0,37,150,238185,0,,0,Governmental,3,0,"(42.050999, -97.387802)",1,0,0,1500,547500
284007,CHI Health Richard Young Behavioral Health,"CommonSpirit Health - Englewood, CO",NE,68847,40.7197,-99.106796,"Voluntary Nonprofit, Church",0,664,56,746686,0,,0,Nonprofit,109,0,"(40.7197, -99.106796)",2,0,0,560,204400
284009,Douglas County Health Center,Not in a System,NE,68105,41.2463,-95.9758,"Governmental, County",107,800,16,0,0,,,Governmental,0,1,"(41.2463, -95.9758)",8,0,0,300,109500
290001,Renown Regional Medical Center,"Renown Health - Reno, NV",NV,89502,39.524502,-119.795998,"Proprietary, Corporation",4549,30860,643,355569173,0,,0,Proprietary,2,0,"(39.524502, -119.795998)",4,0,0,5500,2007500
290003,Sunrise Hospital & Medical Center,"HCA Healthcare - Nashville, TN",NV,89109,36.132702,-115.137001,"Proprietary, Corporation",2685,31225,676,279110246,0,,0,Proprietary,169,0,"(36.132702, -115.137001)",11,0,0,5500,2007500
290005,North Vista Hospital,"Prime Healthcare Services, Inc. - Ontario, CA",NV,89030,36.195702,-115.123001,"Proprietary, Corporation",1402,7435,137,26697434,0,,0,Proprietary,45,0,"(36.195702, -115.123001)",7,0,0,1370,500050
290007,University Medical Center,"University Medical Center - Las Vegas, NV",NV,89102,36.158901,-115.167999,"Governmental, County",1567,22271,498,203909362,0,,0,Governmental,1,0,"(36.158901, -115.167999)",13,0,0,4980,1817700
290008,Northeastern Nevada Regional Hospital,"LifePoint Health - Brentwood, TN",NV,89801,40.822498,-115.728996,"Proprietary, Corporation",252,1592,59,35075703,0,,0,Proprietary,53,1,"(40.822498, -115.728996)",0,0,,590,215350
